Item Title,Item ID,Sold Date,Sold Price,Shipping,Condition,Seller,Format,Item URL
1988 Mo PCGS MS67 - MEXICO - 1 oz Silver Libertad Onza #46588A,326572617589,"Jan 9, 2026",$269.95,$0.00,,,Fixed price,https://www.ebay.com/itm/326572617589
1988 1 OZ SILVER .999 MEXICO LIBERTAD,397679172489,"Mar 16, 2026",$182.50,$0.00,,,Fixed price,https://www.ebay.com/itm/397679172489
1988 Mo PCGS MS68 - Mexico 1 oz Silver Libertad Un Onza Coin #55842A,226918943830,"Apr 5, 2026",$679.97,$0.00,,,Fixed price,https://www.ebay.com/itm/226918943830
,,"Oct 30, 2025",$147.50,$5.00,,,Auction,
,,"Nov 20, 2025",$187.50,$0.94,,,Auction,
1988 Libertad Silver 1 oz Mexico,117084857981,"Mar 17, 2026",$193.50,$3.93,,,Auction,https://www.ebay.com/itm/117084857981
,,"Jan 7, 2026",$229.99,$4.99,,,Fixed price,
,,"Nov 22, 2025",$220.00,$4.65,,,Fixed price,
1988 Mo 1 Oz Mexico Onza .999 Silver Libertad - Better Date *SL33,127659202174,"Feb 16, 2026",$215.00,$0.00,,,Fixed price,https://www.ebay.com/itm/127659202174
1988 Mo 1 Oz Mexico Onza .999 Silver Libertad - Better Date *SL34,127659235027,"Feb 9, 2026",$249.00,$0.00,,,Fixed price,https://www.ebay.com/itm/127659235027
1988 1oz Silver Mexican Libertad Coin PCGS MS66 Gold Shield 🇲🇽🔥🇲🇽🔥🇲🇽🔥,127781421298,"Mar 30, 2026",$275.00,$5.83,,,Fixed price,https://www.ebay.com/itm/127781421298
,,"Dec 15, 2025",$160.00,$0.00,,,Fixed price,
1988 Mexico 1 oz Silver Libertad BU,136935358863,"Jan 16, 2026",$151.50,$0.00,,,Auction,https://www.ebay.com/itm/136935358863
1988 Mexico Libertad Onza Pura Plata 1 oz .999,137062419993,"Feb 23, 2026",$350.00,$0.00,,,Fixed price,https://www.ebay.com/itm/137062419993
,,"Dec 2, 2025",$100.00,$4.95,,,Auction,
1988 Mexico Libertad Onza PCGS GOLD SHIELD MS67 1 oz Silver Coin *Better Date*,157229994857,"Feb 9, 2026",$400.00,$0.00,,,Fixed price,https://www.ebay.com/itm/157229994857
,,"Nov 28, 2025",$145.00,$4.65,,,Fixed price,
1988 Mo Mexico Libertad Onza 1 oz .999 Silver BU Key Date,157612567395,"Jan 14, 2026",$165.00,$8.10,,,Fixed price,https://www.ebay.com/itm/157612567395
,,"Dec 1, 2025",$80.00,$0.00,,,Auction,
1988 Libertad Silver 1 oz Mexico,168270369405,"Apr 4, 2026",$168.50,$5.20,,,Auction,https://www.ebay.com/itm/168270369405
,,"Oct 9, 2025",$158.19,$0.00,,,Auction,
1988 Silver Mexico Libertad 1 Onza MS65 NGC Certified,178028164056,"Apr 6, 2026",$200.00,$0.00,,,Fixed price,https://www.ebay.com/itm/178028164056
,,"Nov 29, 2025",$165.00,$0.50,,,Fixed price,
1988 Mo Mexico Libertad Onza 1 oz .999 Silver BU - Key Date - SKU-U2877,187802645709,"Jan 12, 2026",$175.00,$5.50,,,Fixed price,https://www.ebay.com/itm/187802645709
,,"Dec 17, 2025",$140.00,$5.00,,,Fixed price,
,,"Dec 17, 2025",$140.00,$5.00,,,Fixed price,
,,"Dec 17, 2025",$145.00,$5.00,,,Fixed price,
,,"Dec 25, 2025",$180.00,$0.00,,,Fixed price,
1988 Mo Mexico Libertad Onza 1 oz .999 Silver BU - Key Date - SKU-U2877,187945431132,"Jan 18, 2026",$175.00,$5.50,,,Fixed price,https://www.ebay.com/itm/187945431132
,,"Nov 15, 2025",$150.00,$0.00,,,Fixed price,
1988 Mexico 1oz Silver Libertad,198247249470,"Apr 2, 2026",$200.00,$8.10,,,Fixed price,https://www.ebay.com/itm/198247249470
,,"Jan 5, 2026",$189.99,$7.35,,,Fixed price,
,,"Nov 9, 2025",$167.39,$8.10,,,Fixed price,
1988 1 oz Silver Libertad Onza Old Style Better Date ~ Beautiful,205950831333,"Jan 28, 2026",$215.00,$0.00,,,Fixed price,https://www.ebay.com/itm/205950831333
1988 1oz Silver Mexican Libertad Coin PCGS MS66,206015952039,"Jan 28, 2026",$360.00,$0.00,,,Auction,https://www.ebay.com/itm/206015952039
1988 libertad 1 oz silver .999 Mexico,206138705595,"Mar 15, 2026",$180.49,$8.30,,,Fixed price,https://www.ebay.com/itm/206138705595
1988 Mo PCGS MS66 MEXICO - TONED 1 oz Silver Libertad - Un Onza Coin #42477A,225576075429,"Jan 31, 2026",$249.95,$0.00,,,Fixed price,https://www.ebay.com/itm/225576075429
1988 Mo PCGS MS68 MEXICO - 1 oz Silver Libertad - Un Onza Coin #43469A,225597687527,"Mar 19, 2026",$695.00,$0.00,,,Fixed price,https://www.ebay.com/itm/225597687527
1988 Mo NGC PF69 UCAM - MEXICO - 1 oz Silver Libertad Un Onza #44564A,225952423629,"Apr 6, 2026","$1,495.00",$0.00,,,Fixed price,https://www.ebay.com/itm/225952423629
,,"Dec 13, 2025",$195.00,$0.00,,,Fixed price,
1988 Mo NGC MS65 DDR - Mexico - Toned 1 oz Silver Libertad Un Onza Coin #54262A,226739846579,"Feb 5, 2026",$379.95,$0.00,,,Fixed price,https://www.ebay.com/itm/226739846579
1988 1oz Silver Mexican Libertad Coin PCGS MS66,227193511166,"Feb 4, 2026",$365.00,$0.00,,,Auction,https://www.ebay.com/itm/227193511166
1988 Onza PCGS MS65 Mexico 1 oz Silver Libertad Reverse Toner🌈,227235432695,"Mar 2, 2026",$270.00,$0.00,,,Fixed price,https://www.ebay.com/itm/227235432695
1988 Mo MEXICO LIBERTAD ONZA NGC GRADED MS67 1OZ .999 PURE SILVER KEY DATE COIN,227240720078,"Mar 13, 2026",$281.00,$0.00,,,Auction,https://www.ebay.com/itm/227240720078
,,"Dec 20, 2025",$259.00,$6.00,,,Auction,
,,"Jan 3, 2026",$135.50,$6.00,,,Auction,
1988 KEY DATE LIBERTAD UNC MEXICO 1 ONZA OZ PLATA PURA SILVER 999 KM 494.1,257345251837,"Feb 11, 2026",$179.00,$12.00,,,Auction,https://www.ebay.com/itm/257345251837
1988 KEY DATE LIBERTAD UNC MEXICO 1 ONZA OZ PLATA PURA SILVER 999 KM 494.1 COIN,257428877685,"Apr 3, 2026",$237.50,$12.00,,,Auction,https://www.ebay.com/itm/257428877685
,,"Dec 21, 2025",$171.18,$11.00,,,Auction,
,,"Oct 23, 2025",$205.00,$0.00,,,Fixed price,
1988 Mexico Libertad Onza Pura Plata 1 oz .999,137194606881,"Apr 8, 2026",$240.00,$0.00,,,Fixed price,https://www.ebay.com/itm/137194606881
,,"Jan 9, 2026",$269.95,$0.00,,,Fixed price,
1988 Libertad 1 Oz .999 Mexico,206191572198,"Apr 10, 2026",$208.00,$8.30,,,Fixed price,https://www.ebay.com/itm/206191572198
"1988 Mo Mexico 1 Oz Silver Libertad Onza, Harder To Find Year!",226284169881,"Apr 10, 2026",$200.00,$8.75,,,Fixed price,https://www.ebay.com/itm/226284169881
1988 MEXICO 1 OZ SILVER LIBERTAD NGC MS66,227273257857,"Apr 11, 2026",$310.00,$7.99,,,Fixed price,https://www.ebay.com/itm/227273257857
1988 KEY DATE LIBERTAD UNC MEXICO 1 ONZA OZ PLATA PURA SILVER 999 KM 494.1 COIN,257448840024,"Apr 15, 2026",$189.50,$12.00,,,Auction,https://www.ebay.com/itm/257448840024,1
1988 KEY DATE LIBERTAD UNC MEXICO 1 ONZA OZ PLATA PURA SILVER 999 KM 494.1 COIN,257464961683,"Apr 29, 2026",$230.55,$9.45,,,Auction,https://www.ebay.com/itm/257464961683,1
1988 KEY DATE LIBERTAD UNC MEXICO 1 ONZA OZ PLATA PURA SILVER 999 KM 494.1 COIN,267648818294,"Apr 24, 2026",$200.00,$12.00,,,Fixed price,https://www.ebay.com/itm/267648818294,1
,,"Jan 17, 2026",$192.95,$0.00,,,Fixed price,,1
,,"Jan 13, 2026",$199.95,$0.00,,,Fixed price,,1
Collectible 1988 Libertad Mexico 1 oz 999 Silver Round,277677625698,"Apr 15, 2026",$199.00,$20.00,,,Fixed price,https://www.ebay.com/itm/277677625698,1
,,"Jan 26, 2026",$229.99,$3.99,,,Fixed price,,1
,,"Jan 21, 2026",$374.99,$4.88,,,Fixed price,,1
,,"Jan 28, 2026",$208.05,$3.95,,,Auction,,1
,,"Jan 23, 2026",$189.00,$5.50,,,Fixed price,,1
,,"Jan 27, 2026",$195.00,$5.50,,,Fixed price,,1
,,"Jan 31, 2026",$294.95,$0.00,,,Fixed price,,1
,,"Jan 13, 2026",$213.50,$7.50,,,Auction,,1
,,"Jan 24, 2026",$105.00,$0.00,,,Fixed price,,1
1988 Mo 1 oz Mexican Silver Libertad .999,336542144937,"Apr 24, 2026",$286.00,$5.00,,,Auction,https://www.ebay.com/itm/336542144937,1
"💥💥1988 MEXICO LIBERTAD 1 oz KEY DATE, UNC SILVER COIN ⭐⭐",389596399458,"Apr 25, 2026",$280.00,$5.60,,,Fixed price,https://www.ebay.com/itm/389596399458,1
"Mexico Liberty 1988, 1 Oz .999 Fine Silver Coin, Libertad Gordita Plata KEY-DATE",389818946569,"Apr 5, 2026",$189.99,$8.99,,,Auction,https://www.ebay.com/itm/389818946569,1
1988 Mexico Libertad 1 oz .999 Fine Silver * Rare * Key Date * Beautiful *,397852040689,"Apr 22, 2026",$242.50,$6.95,,,Auction,https://www.ebay.com/itm/397852040689,1
1988 Mo PCGS MS68 MEXICO - 1 oz Silver Libertad - Un Onza Coin #43470A,325674905913,"May 2, 2026",$695.00,$0.00,,,Fixed price,https://www.ebay.com/itm/325674905913,1
